CourseCode,Department,Content-to-ILO,ILO-to-Content,# Chunks,# Outcomes,Year,Credits,Content Length
TTA640,154,0.4798,0.4803,4,6,2019,15.0,79
UM3102,130,0.7582,0.7497,3,7,2013,15.0,209
SU7266,314,0.7358,0.75,4,4,2023,7.5,97
IT1VA1,165,0.7453,0.8058,13,10,2021,30.0,206
JK0300,172,0.838,0.7685,3,3,2022,7.5,81
ENEC14,150,0.6777,0.6293,3,6,2021,15.0,66
UB10MP,318,0.7696,0.7994,4,3,2017,7.5,43
FE4437,302,0.7887,0.8188,4,4,2019,7.5,107
DA7055,403,0.4523,0.6725,14,3,2021,7.5,128
MI8011,485,0.8088,0.7321,1,4,2019,15.0,58
UB08VZ,318,0.6747,0.6501,3,5,2021,5.0,44
NL1013,158,0.7719,0.7686,4,3,2022,7.5,70
SU7209,314,0.7398,0.7975,3,3,2020,7.5,65
HVDT05,130,0.8069,0.7263,4,6,2023,15.0,66
CTS103,154,0.8637,0.8547,3,4,2023,7.5,46
HI8084,104,0.7937,0.7616,4,3,2020,7.5,91
PS2214,308,0.4869,0.8015,68,2,2019,30.0,1023
BKI000,318,0.8034,0.803,11,9,2021,30.0,240
LIT403,153,0.825,0.8379,2,1,2019,5.0,46
JU678M,220,0.6944,0.8227,21,4,2017,15.0,522
TYS20C,158,0.7416,0.7994,7,2,2022,7.5,157
GE7082,463,0.7346,0.6698,3,3,2020,7.5,57
BA1161,158,0.7759,0.7968,3,3,2020,7.5,46
IT730Z,165,0.7694,0.7933,3,5,2020,7.5,53
IH5301,106,0.5837,0.5606,3,7,2014,15.0,35
PH21G0,333,0.7776,0.6477,4,4,2023,7.5,91
DA5001,403,0.5911,0.6165,4,5,2021,7.5,93
MM7029,403,0.6995,0.8427,3,1,2021,7.5,71
PH09A1,333,0.7171,0.7389,3,3,2023,2.5,49
UM3112,130,0.742,0.7287,3,7,2023,15.0,201
MT7035,403,0.8134,0.7455,3,6,2021,7.5,54
TVEVEI,106,0.7224,0.84,4,2,2023,7.5,76
SO7162,310,0.7754,0.7156,3,6,2019,7.5,58
LIT232,153,0.8706,0.869,3,3,2020,7.5,73
PEA422,306,0.6894,0.7368,4,3,2021,7.5,57
MM5022,403,0.6708,0.6016,1,3,2019,7.5,17
IB916N,323,0.6222,0.7832,2,1,2019,7.5,28
AR1000,108,0.695,0.6302,7,5,2023,30.0,118
UQ432F,317,0.6633,0.7229,4,4,2021,7.5,100
UCA433,306,0.7679,0.7557,3,3,2019,7.5,93
ARO151,108,0.6589,0.5539,4,4,2019,7.5,43
GV5004,103,0.748,0.6286,7,6,2023,15.0,125
IB156N,323,0.6574,0.715,4,4,2020,15.0,100
UB41UU,318,0.7586,0.7184,3,5,2021,3.0,55
PSTP46,308,0.5044,0.7408,4,2,2022,2.5,52
EC2110,305,0.65,0.809,5,2,2018,7.5,91
ABMGF2,172,0.9168,0.8856,2,4,2023,7.5,41
SV7007,320,0.7762,0.7892,3,3,2019,7.5,69
BAL216,158,0.8417,0.826,3,9,2014,30.0,80
TTA636,154,0.8071,0.7727,4,3,2022,7.5,73
JU59AA,220,0.6411,0.7257,9,7,2019,15.0,180
YP028U,306,0.8111,0.635,1,5,2020,11.5,21
CT7141,154,0.8525,0.8514,5,6,2023,7.5,78
GV5013,103,0.7051,0.6042,3,3,2022,7.5,48
KA7006,434,0.6796,0.6391,6,6,2011,15.0,122
PEA438,306,0.7854,0.7269,4,4,2020,7.5,76
JU216B,220,0.736,0.6727,6,9,2019,7.5,156
BE7013,403,0.4039,0.5796,7,3,2019,7.5,35
RHG511,103,0.6563,0.827,6,3,2021,7.5,162
HVDRBU,130,0.8571,0.8264,2,3,2019,7.5,37
KV5255,106,0.692,0.6628,3,4,2014,7.5,58
SLTAPS,158,0.5951,0.7319,6,2,2014,7.5,73
KB8028,431,0.639,0.6078,4,5,2021,15.0,108
KZ8024,434,0.6392,0.6884,7,5,2022,7.5,113
MT4002,403,0.5404,0.5072,2,4,2007,7.5,40
UM7034,130,0.722,0.6427,2,4,2019,7.5,61
SUKR02,314,0.7949,0.8233,11,8,2023,7.5,215
KV5224,106,0.796,0.7879,4,4,2009,7.5,66
IT712Z,165,0.707,0.7786,3,3,2022,7.5,52
FK1005,402,0.5421,0.5777,3,2,2019,7.5,49
NU3012,474,0.7787,0.6746,4,5,2021,7.5,65
MK7026,120,0.6016,0.6188,6,4,2019,7.5,124
FE5336,302,0.7168,0.6968,4,6,2018,7.5,137
UM2030,130,0.8121,0.8052,3,4,2023,7.5,78
NS3035,154,0.5626,0.6836,69,4,2017,15.0,1202
LIN018,153,0.8231,0.8076,4,2,2022,7.5,65
BL2022,460,0.6859,0.5851,2,4,2015,5.0,38
US7E1F,130,0.7504,0.7681,5,7,2023,7.5,130
IB158N,323,0.7145,0.7103,3,3,2020,7.5,66
NS7093,154,0.4331,0.4871,4,3,2023,7.5,93
JU72FF,220,0.7137,0.7386,4,6,2022,15.0,118
USS213,130,0.8595,0.8707,4,3,2023,7.5,62
NS1105,154,0.7194,0.7226,5,3,2018,7.5,89
RHG507,103,0.7975,0.8238,5,3,2019,7.5,62
ITLIT3,165,0.6847,0.6942,2,1,2020,7.5,39
GG5126,464,0.8293,0.8341,4,4,2019,7.5,79
ARL838,108,0.484,0.5718,4,1,2015,15.0,69
LVGN13,106,0.7843,0.8227,3,3,2020,7.5,67
FK4003,402,0.6709,0.7419,8,3,2019,7.5,144
MM7022,403,0.5419,0.6123,5,2,2019,7.5,67
HI1349,104,0.7491,0.7186,8,6,2022,15.0,163
PSMT50,308,0.7652,0.775,4,4,2022,7.5,106
KI6401,172,0.6868,0.7285,11,5,2021,30.0,244
UB123F,318,0.7563,0.7605,6,5,2021,7.5,88
JUL108,220,0.6924,0.747,7,4,2019,2.5,103
RHA214,103,0.5785,0.5993,2,1,2022,7.5,26
BL7074,460,0.746,0.8265,6,3,2023,15.0,93
AS1005,401,0.7677,0.7885,2,3,2019,7.5,33
UQ21UU,317,0.7995,0.7953,5,4,2021,7.5,124
FE3346,302,0.7873,0.8844,5,5,2023,7.5,86
HVUVF2,130,0.725,0.6723,4,10,2020,7.5,51
MM7049,403,0.5947,0.5947,1,1,2022,7.5,25
YPGN10,306,0.7104,0.7091,3,4,2020,7.5,47
SLKPS2,158,0.635,0.7521,17,2,2021,30.0,386
UC261U,306,0.7942,0.8306,22,7,2022,7.5,502
UB101M,318,0.781,0.6763,6,5,2018,7.5,142
LIN344,153,0.5032,0.5562,3,3,2019,7.5,42
IB880C,323,0.6623,0.6752,5,4,2019,7.5,88
IB155N,323,0.4025,0.587,8,3,2020,7.5,77
ESKOMA,165,0.657,0.5938,5,8,2015,15.0,88
LVAN60,106,0.8271,0.745,2,3,2022,7.5,49
LIT006,153,0.7528,0.8655,4,4,2022,7.5,99
GG1006,464,0.6468,0.6156,9,10,2011,7.5,31
FIKL10,102,0.6402,0.6626,7,10,2021,7.5,94
MI2009,485,0.6735,0.6248,3,6,2021,7.5,47
UC119F,306,0.8551,0.9017,5,3,2019,7.5,97
NS0001,154,0.7491,0.7695,2,2,2022,4.5,40
KO3005,434,0.6046,0.6496,4,4,2018,7.5,52
JKB820,172,0.7169,0.8129,4,2,2023,7.5,77
ETA816,103,0.498,0.521,5,3,2022,7.5,70
ARL836,108,0.66,0.8411,3,1,2019,7.5,60
MT3002,403,0.8687,0.8128,2,5,2020,7.5,48
JU632A,220,0.7214,0.749,9,6,2019,15.0,190
JU389A,220,0.6657,0.7631,4,3,2023,15.0,78
NS2014,154,0.7371,0.7947,6,2,2019,7.5,80
IH1340,106,0.6918,0.7398,2,2,2010,7.5,36
CT7140,154,0.8256,0.8286,4,5,2021,7.5,69
SV014F,320,0.6563,0.6635,4,7,2023,7.5,69
MO5000,404,0.7034,0.7749,8,4,2017,7.5,99
GE2025,463,0.7944,0.8092,3,3,2022,7.5,52
KG2314,304,0.5725,0.6569,6,5,2020,7.5,67
JK0700,172,0.6634,0.698,4,3,2021,7.5,92
JKB810,172,0.7673,0.8139,3,5,2019,7.5,81
EH6117,301,0.8388,0.8365,5,3,2023,15.0,125
RHA209,103,0.6715,0.7672,4,4,2021,7.5,76
IB455C,323,0.7572,0.6899,2,5,2019,7.5,42
SV7073,320,0.736,0.7516,5,9,2019,7.5,95
FV7327,120,0.3663,0.4489,5,2,2021,7.5,120
JU226H,220,0.6425,0.6124,11,7,2023,9.0,160
PSMT51,308,0.6685,0.6729,3,5,2022,7.5,56
JKA820,172,0.6553,0.6309,3,3,2023,7.5,55
BK30II,318,0.8511,0.8042,3,2,2022,7.5,87
JU205L,220,0.6056,0.6847,13,6,2019,15.0,173
PH28G0,333,0.8102,0.8912,11,4,2023,7.5,211
HI8079,104,0.764,0.764,3,3,2021,7.5,101
MK7036,120,0.7059,0.7837,4,3,2017,7.5,139
GG8020,464,0.6845,0.7322,6,3,2019,7.5,35
JKA915,172,0.698,0.8084,6,3,2022,7.5,167
US864U,130,0.6593,0.7267,3,3,2019,7.5,61
MM5005,403,0.7747,0.7078,1,3,2019,7.5,48
FI10N1,102,0.6785,0.7848,13,6,2019,30.0,215
GV7202,103,0.5537,0.5122,2,5,2022,15.0,36
LITD02,153,0.8014,0.79,3,3,2020,7.5,39
SO7451,310,0.7728,0.6878,2,5,2019,7.5,26
GG4150,464,0.6319,0.6498,6,3,2019,7.5,40
FR1IKB,165,0.7727,0.8279,4,3,2022,7.5,88
TYA980,158,0.8268,0.4708,2,5,2014,15.0,64
GE7091,463,0.7152,0.6482,5,4,2022,7.5,47
UB106M,318,0.7463,0.73,3,4,2023,7.5,56
UM301K,130,0.7028,0.6736,4,9,2023,14.0,62
NS2034,154,0.7188,0.7437,9,7,2023,15.0,195
UQ157F,317,0.7878,0.8659,3,1,2019,7.5,55
TTA470,154,0.6579,0.6808,13,9,2018,30.0,259
UM7014,130,0.6772,0.6924,2,2,2019,7.5,37
AS5004,401,0.7114,0.7226,4,4,2019,7.5,55
GG4214,464,0.6293,0.6678,6,3,2019,7.5,60
TVETHI,106,0.8401,0.8705,2,1,2020,7.5,30
MI7015,485,0.7484,0.5927,3,7,2021,7.5,95
TTA645,154,0.5485,0.5282,3,4,2017,15.0,58
NS7028,154,0.4928,0.5564,4,3,2019,7.5,69
KG2307,304,0.7306,0.7425,4,4,2020,7.5,69
FK7067,402,0.6047,0.7073,9,3,2021,7.5,74
PH04A1,333,0.7798,0.8305,4,5,2023,7.5,68
IB485C,323,0.6288,0.6967,3,1,2012,7.5,23
YP25LÄ,306,0.8111,0.6298,1,5,2019,10.0,21
FAF800,158,0.7622,0.8637,13,4,2023,7.5,214
UM801U,130,0.7282,0.6816,4,9,2020,7.5,51
ML012C,323,0.5608,0.6159,2,6,2019,15.0,22
MM8014,403,0.6876,0.7325,2,2,2019,7.5,21
SV7095,320,0.8042,0.8131,8,6,2019,7.5,169
AKA126,312,0.7595,0.718,5,5,2020,7.5,75
EC3011,305,0.677,0.8291,3,1,2013,30.0,46
ML474C,323,0.824,0.8073,2,4,2023,7.5,79
UCSY14,306,0.683,0.8554,7,3,2022,7.5,86
UM8018,130,0.7973,0.8103,3,3,2013,5.0,52
JKA952,172,0.7643,0.7643,1,1,2011,7.5,25
UM8049,130,0.8488,0.7921,2,4,2022,6.0,60
EC7413,305,0.7159,0.5645,3,9,2023,7.5,81
LIF749,153,0.789,0.5566,1,5,2022,15.0,19
UM501U,130,0.8247,0.8667,8,6,2021,15.0,160
USS302,130,0.711,0.7885,4,3,2020,7.5,52
NS8019,154,0.5247,0.5723,3,6,2020,15.0,28
TTA631,154,0.6945,0.6414,4,3,2022,7.5,80
ITTAN2,165,0.8268,0.8103,2,3,2021,7.5,33
MO7019,404,0.5018,0.7758,9,3,2022,7.5,35
GV5002,103,0.7756,0.6493,3,4,2023,7.5,46
ETG810,103,0.6381,0.765,9,3,2022,7.5,174
BA2162,158,0.7782,0.7874,2,4,2020,7.5,36
LVAK18,106,0.7536,0.8768,2,1,2020,7.5,32
UB124F,318,0.7655,0.6861,5,9,2020,15.0,162
KV5261,106,0.7833,0.774,3,3,2017,15.0,35
BKK001,318,0.8469,0.7594,1,3,2018,7.5,35
MM8044,403,0.4133,0.4754,2,3,2023,7.5,54
FK8030,402,0.6848,0.7982,11,7,2017,7.5,98
LVL19U,106,0.6458,0.8227,4,3,2020,7.5,71
BL2030,460,0.827,0.698,1,5,2021,5.0,24
SUKSO2,314,0.7901,0.7642,4,3,2023,15.0,77
JUL105,220,0.6924,0.747,7,4,2019,2.5,103
TVPERF,106,0.7499,0.7372,4,4,2014,7.5,67
FK7057,402,0.6565,0.6145,7,6,2019,7.5,94
AS7017,401,0.6624,0.5202,3,4,2019,7.5,54
PH4001,333,0.4795,0.3888,3,2,2010,7.5,52
FE1204,302,0.7713,0.6499,4,6,2019,7.5,100
LA4409,165,0.7668,0.7906,8,4,2020,7.5,105
UCSY01,306,0.724,0.8095,6,3,2020,7.5,74
JU630E,220,0.7044,0.6659,4,4,2019,15.0,53
KV6002,106,0.8146,0.7236,4,9,2018,7.5,81
MT3005,403,0.5101,0.6314,3,1,2023,7.5,34
BAL650,158,0.7973,0.7943,6,4,2023,7.5,96
AS1004,401,0.396,0.5111,5,3,2019,7.5,57
GE5035,463,0.6495,0.6162,1,3,2020,2.5,17
UM8010,130,0.635,0.7999,4,4,2021,7.5,51
BL7054,460,0.6669,0.6439,1,3,2018,7.5,42
LIN433,153,0.7389,0.71,2,4,2022,7.5,50
HI1348,104,0.6562,0.6559,6,6,2018,7.5,135
GG8021,464,0.6957,0.8035,7,3,2019,15.0,54
UM77VU,130,0.7315,0.6914,4,9,2019,15.0,58
KG2312,304,0.8228,0.8249,4,4,2021,7.5,81
LIN345,153,0.6447,0.6688,2,2,2020,7.5,42
PH18A0,333,0.6473,0.7566,5,4,2022,7.5,97
UCSY13,306,0.8406,0.8674,5,4,2022,7.5,105
TTA641,154,0.4798,0.4803,4,6,2021,15.0,79
GE7090,463,0.6402,0.6671,3,3,2022,15.0,54
ST1202,311,0.6835,0.7281,8,9,2024,15.0,170
MM5011,403,0.8101,0.8065,1,3,2019,7.5,24
GG4207,464,0.757,0.8409,6,5,2019,7.5,66
UCG45K,306,0.6595,0.7576,6,1,2023,8.0,128
GE7070,463,0.6932,0.7406,3,3,2015,15.0,77
HVUVK3,130,0.8065,0.8305,15,9,2021,15.0,324
ML467C,323,0.814,0.7759,4,4,2023,7.5,65
HI8086,104,0.7761,0.7774,3,3,2022,7.5,101
JU312K,220,0.6695,0.6743,10,7,2022,15.0,194
UB20MF,318,0.845,0.8322,3,4,2023,7.5,51
FK5027,402,0.805,0.6307,1,6,2019,7.5,51
MVMUME,106,0.8312,0.853,3,3,2018,7.5,61
JU450F,220,0.7724,0.6714,8,9,2023,15.0,156
IB136N,323,0.6652,0.6093,1,7,2020,7.5,23
IH5245,106,0.7877,0.8486,9,4,2023,7.5,135
HI8080,104,0.6876,0.8146,4,3,2021,7.5,106
PSPR65,308,0.7969,0.6555,2,4,2022,7.5,60
BL3009,460,0.7247,0.7509,7,6,2020,15.0,142
PEG203,306,0.7303,0.7476,4,4,2019,7.5,66
KV5221,106,0.5908,0.6001,3,3,2010,7.5,51
HI8036,104,0.7544,0.8431,2,2,2018,7.5,29
SU5B17,314,0.892,0.8819,4,5,2022,7.5,46
NS7090,154,0.4351,0.4777,5,3,2019,7.5,109
JU262F,220,0.7104,0.8182,5,6,2023,3.5,106
FE4432,302,0.5557,0.7803,10,3,2021,7.5,154
KA7011,434,0.8135,0.7557,2,3,2018,7.5,32
MI7028,485,0.781,0.735,3,6,2023,7.5,108
GE5024,463,0.7473,0.737,9,8,2017,30.0,147
FE3240,302,0.7173,0.7658,5,5,2023,7.5,163
FAB621,158,0.8272,0.8598,12,10,2022,15.0,175
MT7012,403,0.5977,0.5994,3,5,2019,7.5,65
MT7044,403,0.6141,0.6682,6,6,2021,7.5,57
IH5240,106,0.7877,0.8486,9,4,2023,7.5,135
ENGP46,150,0.691,0.7167,6,5,2023,7.5,134
SLUIOI,158,0.7798,0.7602,4,5,2018,7.5,98
LVAK19,106,0.5785,0.8133,3,1,2020,7.5,53
UM3109,130,0.8846,0.8266,3,4,2019,7.5,47
KV6011,106,0.829,0.8098,5,6,2021,7.5,93
UCG106,306,0.7551,0.7295,4,5,2016,7.5,72
UM3312,130,0.7249,0.6843,4,7,2022,7.5,57
LV6500,106,0.6967,0.7018,2,3,2020,7.5,43
KBC410,431,0.7406,0.7216,1,3,2021,7.5,20
FE403U,302,0.7339,0.7469,3,4,2020,3.0,70
ITTMP2,165,0.6729,0.789,5,4,2020,7.5,72
GG7036,464,0.6586,0.7101,6,6,2023,7.5,44
PE11GN,306,0.7328,0.7698,3,5,2022,10.0,41
EC2111,305,0.7014,0.7028,6,2,2022,7.5,116
FE3830,302,0.6232,0.7388,4,6,2022,7.5,60
ARA704,108,0.6099,0.7299,6,4,2021,7.5,66
UM54UU,130,0.7764,0.7381,5,9,2019,30.0,103
KB7016,431,0.6982,0.5714,1,5,2019,7.0,14
FIPF10,102,0.7038,0.7542,12,10,2023,30.0,203
GE8032,463,0.8369,0.8254,2,2,2020,7.5,38
FS1409,120,0.6799,0.5215,2,3,2019,7.5,66
HVÄUL1,130,0.7521,0.78,6,3,2020,7.5,134
US131G,130,0.7755,0.8347,9,8,2021,15.0,289
GE7053,463,0.728,0.6911,6,6,2013,7.5,69
MK3058,120,0.7278,0.6254,5,2,2022,15.0,129
MK7031,120,0.7657,0.6322,2,2,2019,7.5,34
MVKROB,106,0.8974,0.8588,1,2,2018,7.5,25
FK7048,402,0.3446,0.7263,15,3,2018,7.5,84
KI6402,172,0.7418,0.748,11,8,2023,30.0,244
BL7035,460,0.7277,0.6761,1,5,2012,5.0,46
FAF701,158,0.5578,0.7519,8,3,2022,7.5,123
ST5301,311,0.5944,0.6815,8,6,2022,7.5,191
MI7023,485,0.8065,0.677,2,5,2022,7.5,51
FR2LIT,165,0.8257,0.7638,4,4,2018,7.5,50
UCSY03,306,0.7661,0.815,3,2,2020,7.5,37
FK5015,402,0.5407,0.6413,11,6,2019,7.5,69
FAB803,158,0.8437,0.8813,4,3,2020,7.5,81
FE2303,302,0.6795,0.6086,6,6,2021,7.5,102
PEA400,306,0.7978,0.7146,3,4,2019,7.5,61
PH17A0,333,0.8061,0.6428,4,5,2022,7.5,94
FK3016,402,0.7371,0.797,5,3,2020,6.0,47
PH06A1,333,0.7944,0.7197,2,3,2023,2.5,58
PH12A0,333,0.7924,0.7702,4,7,2022,7.5,76
IB458C,323,0.7475,0.7008,3,8,2019,7.5,53
JKB925,172,0.8408,0.7512,4,3,2022,7.5,154
JU723A,220,0.6331,0.7539,19,5,2019,15.0,422
HVVUB3,130,0.7238,0.6761,5,8,2019,7.5,74
EC7418,305,0.7077,0.7272,4,3,2017,7.5,67
BL5005,460,0.6336,0.583,7,5,2015,15.0,70
AS7022,401,0.7433,0.759,3,6,2019,7.5,85
KSA996,165,0.699,0.7797,9,5,2019,7.5,117
UB213Y,318,0.7776,0.824,4,5,2019,5.0,84
FE5344,302,0.8342,0.8574,2,3,2021,7.5,37
BKK002,318,0.7819,0.7513,3,3,2022,7.5,68
UB214Z,318,0.8329,0.6804,1,5,2020,7.5,13
ITKHS2,165,0.8236,0.6634,1,2,2021,7.5,14
HVDK33,130,0.6779,0.6041,3,6,2022,15.0,97
LIM050,153,0.6717,0.6969,4,4,2019,30.0,83
SO7121,310,0.6979,0.6796,5,7,2021,7.5,95
CH103F,130,0.8407,0.7681,5,5,2022,7.5,79
PEA403,306,0.8187,0.8423,3,3,2019,7.5,68
LISD41,153,0.8278,0.8547,3,2,2023,7.5,45
MK7033,120,0.5154,0.5756,2,1,2016,7.5,54
IH1230,106,0.7687,0.8221,2,1,2023,7.5,49
IB584N,323,0.7327,0.8227,6,4,2019,7.5,101
LV2400,106,0.7076,0.7686,10,7,2014,30.0,173
PEA432,306,0.7423,0.7729,5,4,2021,7.5,77
BL7039,460,0.8469,0.7617,3,3,2014,7.5,67
CTS311,154,0.7436,0.8323,3,3,2023,7.5,49
RHA207,103,0.8136,0.8136,1,1,2019,7.5,21
PH03A0,333,0.7485,0.7624,4,5,2021,7.5,85
SU5A17,314,0.7969,0.8268,4,4,2022,22.5,52
IB131N,323,0.8491,0.8326,2,2,2020,7.5,66
SU1021,314,0.9623,0.8391,1,2,2018,7.5,27
FE408U,302,0.6575,0.6839,2,5,2020,3.0,49
JKB662,172,0.7383,0.6685,4,7,2023,30.0,97
HVB4AN,130,0.7019,0.7547,12,4,2023,7.5,167
SLTX72,158,0.6569,0.604,4,10,2017,15.0,78
FE5251,302,0.6488,0.6524,6,6,2023,7.5,54
RHG113,103,0.8222,0.8243,2,2,2022,7.5,35
SOC100,310,0.6722,0.6214,10,9,2019,30.0,181
JU633F,220,0.6999,0.7623,10,6,2020,15.0,177
LIN212,153,0.8115,0.8186,3,4,2019,7.5,44
PSTP25,308,0.6395,0.7921,10,6,2015,10.0,42
JU440B,220,0.7448,0.6305,3,5,2024,15.0,100
GE5033,463,0.7571,0.7565,6,5,2019,15.0,121
HI8202,104,0.7674,0.7632,3,4,2019,7.5,80
US104U,130,0.8088,0.8426,6,4,2021,7.5,83
NSS312,154,0.6622,0.6195,11,9,2023,7.5,210
MI7026,485,0.8376,0.8194,2,5,2023,7.5,61
RS71FR,165,0.7588,0.7183,6,4,2020,7.5,114
PR3550,302,0.7756,0.8048,4,6,2017,3.0,96
HI8068,104,0.7685,0.7685,3,3,2019,7.5,68
LIT406,153,0.8686,0.8751,4,3,2022,10.0,77
KZ7101,434,0.5884,0.8081,5,2,2023,10.0,112
PH03G0,333,0.7204,0.8565,4,4,2022,7.5,96
IB138N,323,0.8135,0.7513,4,5,2020,7.5,99
MM521U,403,0.6683,0.7212,11,10,2022,7.5,51
LIB701,153,0.7856,0.8019,3,2,2023,7.5,62
BL2023,460,0.7357,0.5212,3,2,2015,15.0,45
FIFY10,102,0.5364,0.5901,5,2,2023,7.5,118
JU377B,220,0.764,0.748,3,6,2019,15.0,58
UM8033,130,0.7446,0.828,14,6,2021,7.5,333
PSPR35,308,0.7647,0.6355,2,4,2021,7.5,31
FIMAT0,102,0.7604,0.7567,4,6,2023,7.5,119
LVAK12,106,0.8219,0.8219,1,1,2020,7.5,29
FE3133,302,0.8013,0.8379,4,4,2017,7.5,94
BAL770,158,0.9407,0.9449,3,3,2021,7.5,50
FIVFE0,102,0.5221,0.6445,7,2,2020,7.5,78
JU398A,220,0.6824,0.5923,2,3,2019,15.0,51
LA8103,165,0.7499,0.7856,6,3,2021,7.5,128
IB533C,323,0.6314,0.7431,8,5,2019,7.5,73
HVMA03,130,0.7868,0.812,5,3,2019,7.5,78
BL2011,460,0.7239,0.7273,7,5,2007,15.0,126
UB34UU,318,0.7813,0.6239,1,6,2018,10.5,47
USS101,130,0.8679,0.8651,3,3,2023,7.5,51
BL8020,460,0.65,0.7214,4,5,2021,15.0,84
SV7069,320,0.7795,0.7799,5,5,2019,7.5,109
SV7072,320,0.7369,0.7229,3,6,2023,7.5,52
RHA215,103,0.5948,0.6191,2,2,2023,7.5,32
TTA629,154,0.7678,0.8607,5,3,2020,7.5,78
JU697M,220,0.6471,0.7462,17,4,2021,15.0,312
FE2203,302,0.7715,0.7339,5,6,2021,7.5,138
NS712U,154,0.8357,0.635,5,5,2021,10.0,87
GE2012,463,0.6939,0.7497,5,6,2010,15.0,124
FE412U,302,0.6522,0.7666,3,3,2020,3.0,94
NSS211,154,0.8808,0.8808,5,5,2018,7.5,78
MT5009,403,0.558,0.5458,3,4,2008,7.5,49
JU65FF,220,0.7027,0.7126,3,5,2019,15.0,35
ABMRGF,172,0.6102,0.8653,10,3,2023,7.5,212
UB31MP,318,0.7872,0.7216,2,4,2017,15.0,47
GE4026,463,0.78,0.7819,4,4,2022,7.5,88
USVF1G,130,0.6729,0.6464,4,7,2019,7.5,65
KN8001,431,0.6737,0.6418,3,8,2017,15.0,67
JKB918,172,0.7185,0.8071,4,3,2023,7.5,77
MM8018,403,0.7082,0.587,3,10,2019,7.5,41
ABVAL3,172,0.6247,0.6397,6,4,2015,15.0,99
MI7025,485,0.4233,0.7394,4,1,2022,7.5,45
EH1705,301,0.7012,0.7121,4,5,2018,7.5,77
TVCURI,106,0.6936,0.5862,3,2,2023,7.5,51
PR2531,302,0.743,0.7207,8,6,2023,7.5,136
FAA910,158,0.6524,0.547,3,5,2022,15.0,59
HI1311,104,0.6205,0.6007,3,3,2007,15.0,48
JUU049,220,0.6678,0.6669,11,6,2019,18.0,214
ST1901,311,0.7139,0.5852,2,8,2023,7.5,33
MM8022,403,0.5641,0.5641,1,1,2019,7.5,16
US170Ä,130,0.8135,0.8285,15,9,2023,15.0,324
UM2020,130,0.6499,0.7438,9,3,2021,7.5,115
NS7128,154,0.4928,0.5564,4,3,2023,7.5,69
GE7063,463,0.7316,0.8485,5,3,2018,15.0,81
ARL313,108,0.7925,0.706,3,6,2023,15.0,51
TYA715,158,0.4302,0.6272,7,3,2022,7.5,144
LIN612,153,0.6661,0.6138,2,5,2022,15.0,35
FV7013,120,0.3663,0.4489,5,2,2017,7.5,120
NS1095,154,0.7273,0.8,4,3,2019,7.5,52
HA35FF,220,0.6067,0.7013,7,4,2019,7.5,111
BL4015,460,0.634,0.6308,4,4,2013,15.0,87
AKA122,312,0.5461,0.6523,6,2,2020,7.5,96
AS1013,401,0.6664,0.667,3,3,2019,7.5,71
PSPR45,308,0.7281,0.7486,3,5,2022,7.5,50
IB930C,323,0.7155,0.7279,5,4,2018,7.5,82
ST743A,311,0.7016,0.6937,4,4,2014,7.5,56
FR775Z,165,0.6113,0.6938,6,6,2018,30.0,90
JU630B,220,0.6993,0.7245,7,5,2019,15.0,170
MT7016,403,0.6878,0.6327,1,2,2019,7.5,56
BKII10,318,0.8469,0.8008,3,3,2019,7.5,51
IB133N,323,0.4754,0.717,11,5,2021,7.5,77
KV6090,106,0.5147,0.4784,2,5,2012,30.0,55
FV7111,120,0.6925,0.7083,3,4,2016,15.0,61
BL3008,460,0.5952,0.6715,22,6,2014,27.0,213
FE3432,302,0.6835,0.8238,8,5,2019,7.5,139
PR2521,302,0.7628,0.7427,8,6,2020,7.5,136
ENLL75,150,0.6263,0.8112,10,3,2022,7.5,81
FE3450,302,0.64,0.6781,8,5,2020,3.0,138
UCSY11,306,0.7977,0.779,3,3,2021,7.5,50
FE402U,302,0.7076,0.8226,4,4,2020,3.0,87
JU731A,220,0.7714,0.7084,3,8,2019,15.0,80
PSMT59,308,0.5324,0.7791,8,2,2021,7.5,97
GE2027,463,0.7284,0.7658,2,3,2022,7.5,39
BL7053,460,0.7554,0.7598,4,7,2018,15.0,68
GE7081,463,0.7864,0.8115,6,6,2019,15.0,112
SLTM71,158,0.6014,0.5809,4,10,2022,15.0,79
NS1099,154,0.7631,0.808,8,4,2020,15.0,145
SA3013,309,0.5881,0.6139,4,4,2023,7.5,63
EC7116,305,0.626,0.6753,8,5,2023,7.5,179
PSMT54,308,0.7381,0.7633,4,3,2022,7.5,61
ARO841,108,0.8767,0.8008,1,4,2019,7.5,33
USEN1T,130,0.8225,0.7429,6,6,2022,7.5,177
BK40II,318,0.7784,0.8221,7,4,2023,7.5,142
CTS312,154,0.7068,0.8186,11,9,2023,7.5,239
FE2643,302,0.7888,0.7311,4,6,2023,7.5,107
NS1079,154,0.6708,0.7134,3,2,2022,7.5,29
FE4032,302,0.6735,0.6342,3,6,2021,7.5,71
HVÄ01U,130,0.7776,0.8045,7,5,2019,7.5,99
SLPM71,158,0.5985,0.5809,4,10,2022,15.0,79
FI100L,102,0.7142,0.7341,5,4,2012,7.5,83
HVVFU3,130,0.6592,0.7201,6,9,2021,15.0,78
